Dataset URL,Organisation,General classification of dataset type,Topic or theme,Point of Contact
https://www.data.qld.gov.au/dataset/soe2020-per-capita-waste-generation,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-percentage-of-the-network-with-reliable-travel-times,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-pressures-affecting-queenslands-aquatic-ecosystems,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-pressures-affecting-riverine-ecosystems,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-queensland-heritage-places,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-queensland-heritage-places-destroyed,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-queensland-open-house-events,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-queensland-places-national-heritage-list,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-riversleigh-section-of-the-australian-fossil-mammal-sites-world-heritage-natural-criteria,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-sea-level,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-sea-surface-temperature,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-soil-land-resources-availability-capability,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-southern-oscillation-index,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-stationary-energy-sector-greenhouse-gas-emissions,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-storm-tide-inundation,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-sulphur-dioxide-concentrations,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-threatened-fauna-species-habitat,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-threatened-fauna-species-numbers,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-threatened-flora-species-habitat,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-threatened-flora-species-numbers,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-total-annual-greenhouse-gas-emissions,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-trackable-waste-landfilled,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-trackable-waste-recovered,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-transport-sector-greenhouse-gas-emissions,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-historic-shipwrecks-aircraft-wrecks,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-use-of-bikeways-in-seq,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-vehicle-emissions,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-vehicle-kilometres-travelled,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-visibility-reducing-particles,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-volume-and-load-of-sewage-treatment-plants,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-waste-sector-greenhouse-gas-emissions,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/soe2020-wet-tropics-of-queensland-world-heritage-natural-criteria,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL IMPACTS,Kenneth HORRIGAN
https://www.data.qld.gov.au/dataset/amount-local-government-paper-packaging-recycled,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/green-waste-disposed-vs-recovered-2007-2014,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/headline-waste-disposal-by-region,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/headline-waste-generation-trend,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/headline-wastes-by-region,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/headline-wastes-by-zone,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/headline-wastes-disposed-vs-recovered-in-queensland-during-2013-14,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/headline-wastes-disposed-vs-recovered-in-queensland-in-2015,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/historical-ash-trends-by-financial-year-since-2007,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/litter-auditing-data-from-south-west-queensland-litter-prevention-project,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/local-government-bin-services-in-queensland,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/local-government-recycling-trends-glass,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/local-government-waste-and-recycling-collection-services-2013,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/local-government-waste-and-recycling-collection-services-2014,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/glass-and-paper-cardboard-trends-2004-2014,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/materials-recovered-2013,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/materials-recovered-2014,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/materials-recovered-2015,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/public-waste-and-recycling-facilities-in-queensland,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/resource-activities-environmental-protection-act-1994,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/resources-recovered-by-destination-2021-22,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/waste-collection-services-provided-by-queensland-councils-in-2022-23,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/waste-disposed-at-levyable-waste-disposal-sites-2023,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/waste-levy-zone-queensland,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/waste-received-from-interstate-sources,environment-and-heritage-policy-programs,dataset,RECYCLING,Dylan Walker
https://www.data.qld.gov.au/dataset/directory-of-important-wetlands-queensland,environment-and-heritage-policy-programs,dataset,WETLANDS,Michael RONAN
https://www.data.qld.gov.au/dataset/matters-of-state-environmental-significance-queensland-series,environment-and-heritage-policy-programs,dataset,BOUNDARIES,Christina Cork
https://www.data.qld.gov.au/dataset/ehp-suitable-operator-register-sor-for-environmentally-relevant-activities-eras,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/queensland-heritage-register-additions-2014,heritage,dataset,CULTURAL FEATURES,Xanthe O'Donnell
https://www.data.qld.gov.au/dataset/queensland-heritage-register-additions-august-2014-june-2015,heritage,dataset,CULTURAL FEATURES,Xanthe O'Donnell
https://www.data.qld.gov.au/dataset/the-queensland-heritage-register,heritage,dataset,CULTURAL FEATURES,Xanthe O'Donnell
https://www.data.qld.gov.au/dataset/war-memorial-sites-in-queensland,heritage,dataset,CULTURAL FEATURES,Xanthe O'Donnell
https://www.data.qld.gov.au/dataset/world-war-ii-historic-places-in-queensland,heritage,dataset,CULTURAL FEATURES,Xanthe O'Donnell
https://www.data.qld.gov.au/dataset/annual-returns,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/designated-environmental-areas-agricultural-research-facilities-queensland,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/great-barrier-reef-coast-marine-park-zoning,environmental-services-and-regulation,dataset,BOUNDARIES,Peter Thomas
https://www.data.qld.gov.au/dataset/prescribed-environmental-activities-environmental-protection-act-1994,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/prc-plans,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/queensland-environmental-offsets-series,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/environmental-authorities,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/environmental-authority-applications,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/environmental-authority-locations-queensland,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/erc-notices,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/questionnaire-environmental-protection-act-1994,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-pins,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-environmental-protection-act-2014,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-environmental-protection-act-2015,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-nature-conservation-act-2014,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-nature-conservation-act-2015,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-other-legislation-2014,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-other-legislation-2015,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-vehicle-related-littering-and-illegal-dumping-2014,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/ehp-issued-penalty-infringement-notices-vehicle-related-littering-and-illegal-dumping-2015,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-and-waste-transfers-from-industrial-facilities-in-queensland-2009,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-and-waste-transfers-from-industrial-facilities-in-queensland-2010,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-and-waste-transfers-from-industrial-facilities-in-queensland-2011,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-and-waste-transfers-from-industrial-facilities-in-queensland-2012,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-and-waste-transfers-from-industrial-facilities-in-queensland-2013,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-and-waste-transfers-from-industrial-facilities-in-queensland-2014,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-and-waste-transfers-from-industrial-facilities-in-queensland-2015,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-1999,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2000,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2001,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2002,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2003,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2004,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2005,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2006,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2007,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/emissions-from-industrial-facilities-in-queensland-2008,environmental-services-and-regulation,dataset,INDUSTRIAL EMISSIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/enforcement-actions-register,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/enforcement-register-queensland,environmental-services-and-regulation,dataset,ENVIRONMENTAL REGULATIONS,Peter Thomas
https://www.data.qld.gov.au/dataset/camping-and-vehicle-permits,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,Gemma BLAKE
https://www.data.qld.gov.au/dataset/queensland-parks-and-wildlife-service-access,queensland-parks-and-wildlife-services-and-partnerships,dataset,INFRASTRUCTURE,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/queensland-parks-and-wildlife-service-areas-series,queensland-parks-and-wildlife-services-and-partnerships,dataset,INFRASTRUCTURE,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/queensland-parks-and-wildlife-service-fire-advisories,queensland-parks-and-wildlife-services-and-partnerships,dataset,FIRE ADVISORIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/queensland-parks-and-wildlife-service-fire-management-zones,queensland-parks-and-wildlife-services-and-partnerships,dataset,FIRE MANAGEMENT,Gemma BLAKE
https://www.data.qld.gov.au/dataset/queensland-parks-and-wildlife-service-lines,queensland-parks-and-wildlife-services-and-partnerships,dataset,INFRASTRUCTURE,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/queensland-parks-and-wildlife-service-points,queensland-parks-and-wildlife-services-and-partnerships,dataset,INFRASTRUCTURE,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/regional-boundaries-queensland-parks-and-wildlife-service,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/agile-wallaby-sightings-in-mission-beach-region,queensland-parks-and-wildlife-services-and-partnerships,dataset,COMMUNITY DYNAMICS,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/former-koala-policy-layers-2010-2019-superseded,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/great-sandy-marine-park-shorebird-roost-sites,queensland-parks-and-wildlife-services-and-partnerships,dataset,COMMUNITY DYNAMICS,Sylvie Garner
https://www.data.qld.gov.au/dataset/koala-hospital-data,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/sea-turtle-nesting-areas,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/habitat-suitability-models-queensland,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/special-wildlife-reserves-queensland,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/fire-extent-and-severity-2019-2020-south-east-queensland,queensland-parks-and-wildlife-services-and-partnerships,dataset,FIRE OCCURRENCE,Gemma BLAKE
https://www.data.qld.gov.au/dataset/fire-history-queensland-parks-and-wildlife-service,queensland-parks-and-wildlife-services-and-partnerships,dataset,FIRE HISTORY,Gemma BLAKE
https://www.data.qld.gov.au/dataset/fire-regime-queensland-series,queensland-parks-and-wildlife-services-and-partnerships,dataset,FIRE MANAGEMENT,Gemma BLAKE
https://www.data.qld.gov.au/dataset/nature-refuges-queensland,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/nprsr-issued-penalty-infringement-notices-pins,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/nprsr-issued-penalty-infringement-notices-forestry-act-2014,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/nprsr-issued-penalty-infringement-notices-marine-parks-act-2014,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/nprsr-issued-penalty-infringement-notices-nature-conservation-pam-regulation-2014,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/nprsr-issued-penalty-infringement-notices-recreation-areas-management-act-2014,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/nprsr-issued-penalty-infringement-notices-forestry-act-2015,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/nprsr-issued-penalty-infringement-notices-marine-parks-act-2015,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/nprsr-issued-penalty-infringement-notices-nature-conservation-pam-regulation-2015,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/npsr-issued-penalty-infringement-notices-recreation-areas-management-act-2015,queensland-parks-and-wildlife-services-and-partnerships,dataset,ENVIRONMENTAL REGULATIONS,Sylvie Garner
https://www.data.qld.gov.au/dataset/protected-areas-of-queensland-series,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Shaun KOLOMEITZ
https://www.data.qld.gov.au/dataset/coastal-data-system-waves-brisbane-offshore,science,dataset,WAVE PERIOD,Daryl Metters
https://www.data.qld.gov.au/dataset/coastal-data-system-waves-eojls-cairns-deepwater,science,dataset,WAVE PERIOD,Daryl Metters
https://www.data.qld.gov.au/dataset/coastal-data-system-waves-skardon-river-inner,science,dataset,WAVE PERIOD,Daryl Metters
https://www.data.qld.gov.au/dataset/coastal-plan-series,environment-and-heritage-policy-programs,dataset,BOUNDARIES,Paul ROFF
https://www.data.qld.gov.au/dataset/moreton-bay-coral-2004,queensland-parks-and-wildlife-services-and-partnerships,dataset,BENTHIC,Nicola UDY
https://www.data.qld.gov.au/dataset/moreton-bay-marine-park-series,queensland-parks-and-wildlife-services-and-partnerships,dataset,BOUNDARIES,Nicola UDY
https://www.data.qld.gov.au/dataset/moreton-bay-orthophotos-1955-json,queensland-parks-and-wildlife-services-and-partnerships,dataset,MARINE ENVIRONMENT MONITORING,Nicola UDY
https://www.data.qld.gov.au/dataset/moreton-bay-orthophotos-1997-json,queensland-parks-and-wildlife-services-and-partnerships,dataset,MARINE ENVIRONMENT MONITORING,Nicola UDY
https://www.data.qld.gov.au/dataset/moreton-bay-orthophotos-2012-json,queensland-parks-and-wildlife-services-and-partnerships,dataset,MARINE ENVIRONMENT MONITORING,Nicola UDY
https://www.data.qld.gov.au/dataset/ndrp-storm-tide-hazard-interpolation-series,science,dataset,STORM SURGE,Paul BOSWOOD
https://www.data.qld.gov.au/dataset/slats-2018-baseline,science,dataset,VEGETATION,Daniel TINDALL
https://www.data.qld.gov.au/dataset/slats-2018-19-clearing,science,dataset,VEGETATION,Daniel TINDALL
https://www.data.qld.gov.au/dataset/active-crop-groups-1987-to-2019,science,dataset,LAND USE/LAND COVER CLASSIFICATION,Daniel TINDALL
https://www.data.qld.gov.au/dataset/active-crop-groups-1988-ongoing,science,dataset,LAND USE/LAND COVER CLASSIFICATION,Daniel TINDALL
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2009,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2009-grouped-by-pollutant,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2010-grouped-by-pollutant,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2020,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2020-grouped-by-pollutant,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2021,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2021-grouped-by-pollutant,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2022,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/air-quality-monitoring-2022-grouped-by-pollutant,science,dataset,AIR QUALITY,Gavin SHAW
https://www.data.qld.gov.au/dataset/artificial-reef-sites-queensland,environmental-services-and-regulation,dataset,CORAL REEF EXTENT,Peter Thomas
https://www.data.qld.gov.au/dataset/baffle-creek-water-quality-monitoring-data-historical,science,dataset,WATER QUALITY,Katie Hillyer
https://www.data.qld.gov.au/dataset/biodiversity-planning-assessment-series,science,dataset,BOUNDARIES,Steven Howell
https://www.data.qld.gov.au/dataset/biodiversity-status-of-pre-clearing-and-2021-remnant-regional-ecosystems-queensland-series,science,dataset,VEGETATION,Dale RICHTER
https://www.data.qld.gov.au/dataset/botanical-dictionary-queensland-2022,science,dataset,VEGETATION,Melinda LAIDLAW
https://www.data.qld.gov.au/dataset/bramble-bay-water-quality-monitoring-data-historical,science,dataset,WATER QUALITY,Katie Hillyer
https://www.data.qld.gov.au/dataset/brisbane-river-moggill-reach-site-water-quality-monitoring-buoy,science,dataset,WATER QUALITY,Katie Hillyer
https://www.data.qld.gov.au/dataset/burnett-river-monitoring-data-historical,science,dataset,WATER QUALITY,Katie Hillyer
https://www.data.qld.gov.au/dataset/census-of-the-queensland-flora-2020,science,dataset,VEGETATION,Melinda LAIDLAW
https://www.data.qld.gov.au/dataset/census-of-the-queensland-flora-2021,science,dataset,VEGETATION,Melinda LAIDLAW
https://www.data.qld.gov.au/dataset/census-of-the-queensland-flora-and-fungi-2022,science,dataset,VEGETATION,Melinda LAIDLAW
https://www.data.qld.gov.au/dataset/census-of-the-queensland-flora-and-fungi-2023,science,dataset,VEGETATION,Melinda LAIDLAW
https://www.data.qld.gov.au/dataset/climatic-regions-for-stormwater-management-design-objectives-queensland,environment-and-heritage-policy-programs,dataset,BOUNDARIES,Paul ROFF
https://www.data.qld.gov.au/dataset/consistent-climate-scenarios,science,dataset,REGIONAL CLIMATE LEVELS,Grant FRASER
https://www.data.qld.gov.au/dataset/coordinated-conservation-areas-queensland,environment-and-heritage-policy-programs,dataset,BOUNDARIES,Paul ROFF
https://www.data.qld.gov.au/dataset/environmental-protection-act-1994-high-value-regrowth,science,dataset,VEGETATION,Dale RICHTER
https://www.data.qld.gov.au/dataset/environmental-protection-act-1994-mature-regrowth,science,dataset,VEGETATION,Dale RICHTER
https://www.data.qld.gov.au/dataset/environmental-protection-water-policy-queensland-series,environment-and-heritage-policy-programs,dataset,ENVIRONMENTAL REGULATIONS,Paul ROFF
https://www.data.qld.gov.au/dataset/environmentally-sensitive-area-to-seaward-of-highest-astronomical-tide-queensland,environment-and-heritage-policy-programs,dataset,COASTAL AREAS,Paul ROFF
https://www.data.qld.gov.au/dataset/erosion-prone-area-series,environment-and-heritage-policy-programs,dataset,COASTAL PROCESSES,Paul ROFF
